"subject" "y" "tBodyAccMag-mean()" "tBodyAcc-energy()-X" "tBodyAcc-entropy()-X" "fBodyGyro-mean()-Z" "fBodyGyro-energy()-Z"
"726" 5 4 -0.97074871 -0.99989738 -0.3171006 -0.97948454 -0.99980287
"727" 5 4 -0.97246777 -0.9997597 -0.34028824 -0.90494087 -0.99714075
"728" 5 4 -0.74167182 -0.99868631 0.09296603 -0.73835593 -0.94712495
"729" 5 4 -0.86002927 -0.99949113 -0.00073641775 -0.8619794 -0.98851153
"730" 5 4 -0.9118984 -0.99974969 -0.17555416 -0.93822441 -0.9965463
"731" 5 4 -0.95900482 -0.99970908 -0.32071249 -0.93589972 -0.99731946
"732" 5 4 -0.96762788 -0.99969258 -0.37689388 -0.92993085 -0.99858911
"733" 5 4 -0.94700168 -0.99960684 -0.33678822 -0.88175383 -0.99491628
"734" 5 4 -0.93696453 -0.99966267 -0.23968945 -0.8920234 -0.99540841
"735" 5 4 -0.96299429 -0.99990362 -0.47804057 -0.96842057 -0.99948619
"736" 5 4 -0.97937094 -0.9999322 -0.66498048 -0.96933814 -0.99956868
"737" 5 4 -0.98856276 -0.99997539 -0.60972279 -0.97722955 -0.99978517
"738" 5 4 -0.97681581 -0.99995417 -0.51298251 -0.98192462 -0.99976811
"739" 5 4 -0.96016398 -0.99935228 -0.44146094 -0.87169927 -0.99424585
"740" 5 6 -0.7867953 -0.96547422 0.4032278 -0.84755794 -0.98198309
"741" 5 6 -0.91315828 -0.99606549 0.19162286 -0.84305324 -0.98777513
"742" 5 6 -0.94167605 -0.99829938 0.015286378 -0.92346363 -0.99524627
"743" 5 6 -0.93014192 -0.997057 0.31122021 -0.91835395 -0.99423415
"744" 5 6 -0.94178721 -0.99780123 -0.26787114 -0.9619626 -0.99935996
"745" 5 6 -0.96700788 -0.9989877 -0.50029075 -0.98077233 -0.99973802
"746" 5 6 -0.98706953 -0.99989011 -0.3927026 -0.99366985 -0.99995604
"747" 5 6 -0.9921214 -0.99997608 -0.64723125 -0.99423158 -0.9999512
"748" 5 6 -0.99312686 -0.99995567 -0.62447459 -0.99623038 -0.99997897
"749" 5 6 -0.99376423 -0.99993796 -0.5669166 -0.99520169 -0.99997181
"750" 5 6 -0.99312553 -0.99995096 -0.52362519 -0.9942239 -0.99996062
"751" 5 6 -0.99248905 -0.99995791 -0.55041013 -0.99527233 -0.99996885
"752" 5 6 -0.99421656 -0.99995273 -0.52027881 -0.99720781 -0.99998751
"753" 5 6 -0.98925363 -0.99988344 -0.47151664 -0.94473028 -0.99878161
"754" 5 6 -0.75562497 -0.9391569 0.24520801 -0.8759595 -0.99202745
"755" 5 6 -0.93169069 -0.99561896 0.28920357 -0.87583004 -0.98892938
"756" 5 6 -0.97846798 -0.99959403 -0.43046266 -0.9229214 -0.99643229
"757" 5 6 -0.9831666 -0.99979393 -0.35200858 -0.96008868 -0.99856594
"758" 5 6 -0.98702796 -0.99985669 -0.333148 -0.98893512 -0.99990012
"759" 5 6 -0.98851399 -0.99985425 -0.35468228 -0.9914609 -0.99992342
"760" 5 6 -0.98978508 -0.9998669 -0.40709502 -0.98842658 -0.99983215
"761" 5 6 -0.99167023 -0.99991067 -0.50537762 -0.98626513 -0.99988768
"762" 5 6 -0.98928846 -0.99989352 -0.44463217 -0.98334066 -0.99979121
"763" 5 6 -0.98684671 -0.99984599 -0.32953391 -0.98654333 -0.99983956
"764" 5 6 -0.99008761 -0.9998848 -0.35838078 -0.99239212 -0.99990589
"765" 5 6 -0.9921253 -0.99991398 -0.55144383 -0.98891393 -0.99989031
"766" 5 6 -0.98953521 -0.99988607 -0.47712564 -0.98544031 -0.99985748
"767" 5 6 -0.98444493 -0.99974606 -0.17379391 -0.97435126 -0.99973637
"768" 5 1 -0.25488869 -0.83574669 0.20693372 -0.24545278 -0.77948618
"769" 5 1 -0.26827074 -0.82798919 0.24756907 -0.23749804 -0.78817689
"770" 5 1 -0.26276062 -0.83630682 0.32080461 -0.17457618 -0.75218392
"771" 5 1 -0.26135928 -0.8623833 0.32896071 -0.08725624 -0.68887669
"772" 5 1 -0.25301137 -0.86488015 0.38430137 -0.10245636 -0.64677313
"773" 5 1 -0.34305162 -0.88543688 0.32370628 -0.12753553 -0.75488655
"774" 5 1 -0.38578065 -0.90453602 0.16854183 -0.3307641 -0.83292025
"775" 5 1 -0.35334211 -0.89878205 0.23477177 -0.26783014 -0.80626065
"776" 5 1 -0.32405693 -0.87941922 0.26036637 -0.27617503 -0.79804168
"777" 5 1 -0.27105033 -0.84324626 0.29037975 -0.24820065 -0.75400496
"778" 5 1 -0.22099604 -0.82934122 0.40366319 -0.15196868 -0.6438576
"779" 5 1 -0.19475688 -0.80993925 0.3776709 -0.068317098 -0.63849928
"780" 5 1 -0.24165135 -0.80122621 0.26339032 -0.20411027 -0.77517102
"781" 5 1 -0.26822958 -0.81422399 0.31440596 -0.28108968 -0.81224527
"782" 5 1 -0.27261879 -0.8169832 0.35974651 -0.35333682 -0.80610758
"783" 5 1 -0.25788465 -0.83300053 0.4886692 -0.23408905 -0.76621559
"784" 5 1 -0.19823687 -0.79343608 0.32612141 -0.16615471 -0.70100216
"785" 5 1 -0.11482689 -0.71499146 0.32612141 -0.21880046 -0.76542455
"786" 5 1 -0.13664462 -0.72019457 0.46062837 -0.25704485 -0.7488489
"787" 5 1 -0.19526649 -0.7737734 0.40192892 -0.23386957 -0.74759778
"788" 5 1 -0.22116429 -0.78196159 0.22528923 -0.30135732 -0.81920415
"789" 5 1 -0.22723632 -0.80134436 0.27799393 -0.22907778 -0.79738027
"790" 5 1 -0.25838503 -0.84077935 0.34574153 -0.29108123 -0.79414361
"791" 5 1 -0.21910443 -0.81400116 0.48066438 -0.30164246 -0.79308117
"792" 5 1 -0.18390414 -0.7906631 0.49818421 -0.25376053 -0.73066856
"793" 5 1 -0.2403784 -0.80404615 0.29811169 -0.23315459 -0.7441488
"794" 5 1 -0.25067907 -0.81555715 0.2499842 -0.23822614 -0.75609757
"795" 5 1 -0.22738309 -0.80784081 0.29569656 -0.2209134 -0.75689153
"796" 5 1 -0.23568294 -0.77594457 0.33934288 -0.3199984 -0.80130531
"797" 5 1 -0.22743622 -0.79779315 0.37254381 -0.25503265 -0.77719518
"798" 5 3 0.12967461 -0.33446335 0.10441245 0.081124831 -0.57661052
"799" 5 3 0.09636255 -0.35466235 0.20445654 -0.00035678447 -0.60985246
"800" 5 3 0.062406654 -0.3770276 0.23252832 0.11927844 -0.61763138
"801" 5 3 0.058414011 -0.36355954 0.12310791 0.043252034 -0.64066223
"802" 5 3 0.039699883 -0.38132764 0.12709143 -0.14335066 -0.71284995
"803" 5 3 0.053381233 -0.39581416 0.21085519 0.15291862 -0.57816218
"804" 5 3 0.091899224 -0.32977492 0.19805789 0.054316872 -0.64839683
"805" 5 3 0.12830172 -0.24263532 0.24774075 -0.16368802 -0.75259258
"806" 5 3 0.13844715 -0.23548198 0.26368112 -0.17112778 -0.75562682
"807" 5 3 0.17512586 -0.20660897 0.11670927 -0.057757883 -0.67356591
"808" 5 3 0.06578884 -0.31899772 0.25728247 -0.27873061 -0.83399928
"809" 5 3 0.049088241 -0.42947885 0.2413421 -0.060568312 -0.71385871
"810" 5 3 0.061152092 -0.40334378 0.19805789 -0.014590749 -0.66291816
"811" 5 3 0.073128065 -0.41754717 0.26609625 -0.083684789 -0.72450205
"812" 5 3 0.21205119 -0.27842795 0.32080461 0.053606736 -0.61815814
"813" 5 3 0.22208895 -0.17558091 0.20373222 0.010401159 -0.67626803
"814" 5 3 0.1119286 -0.25218998 0.18526059 -0.23756637 -0.79997694
"815" 5 3 0.30262331 -0.088036837 0.37133612 -0.11424248 -0.73748344
"816" 5 3 0.25877953 -0.079758101 0.46451291 -0.1174258 -0.73951291
"817" 5 3 0.1398894 -0.29658539 0.26053804 0.0076780364 -0.64039581
"818" 5 3 0.10512047 -0.30940262 0.40176098 0.025058746 -0.68025662
"819" 5 3 0.33014843 -0.056605578 0.49591459 0.20161315 -0.51687346
"820" 5 3 0.39030508 -0.0042887799 0.32720325 0.2355785 -0.53018521
"821" 5 3 0.23183534 -0.090048412 0.3981384 -0.30799385 -0.83526306
"822" 5 3 0.094203118 -0.27117934 0.57805113 -0.24510062 -0.80582342
"823" 5 2 0.04794502 -0.57061206 0.25940681 -0.20658323 -0.69835999
"824" 5 2 -0.074347126 -0.6445173 0.36735261 -0.3177733 -0.73985407
"825" 5 2 -0.025487083 -0.62409856 0.50681925 -0.041799811 -0.6262736
"826" 5 2 -0.012338078 -0.59819298 0.51748788 -0.1189279 -0.68084676
"827" 5 2 -0.034424741 -0.6203887 0.41974948 -0.27207768 -0.80771706
"828" 5 2 -0.076457356 -0.68722284 0.33010493 0.0084321867 -0.71046564
"829" 5 2 -0.078093588 -0.66054822 0.36095396 -0.093011938 -0.69399616
"830" 5 2 -0.08835105 -0.6313757 0.41207927 -0.2352793 -0.76934959
"831" 5 2 -0.1665134 -0.6792869 0.42909191 -0.32957544 -0.78385636
"832" 5 2 0.16074251 -0.50537447 0.32478812 0.011510436 -0.64049016
"833" 5 2 0.017285477 -0.61383193 0.38008603 -0.095012495 -0.71537338
"834" 5 2 0.013174303 -0.61276594 0.44930048 0.0029912948 -0.6526963
"835" 5 2 -0.0091463555 -0.57329993 0.39415488 -0.043422707 -0.69164525
"836" 5 2 -0.0074647697 -0.5322548 0.48710081 -0.20178831 -0.73238736
"837" 5 2 0.07126724 -0.54551178 0.45413074 0.058519726 -0.601932
"838" 5 2 -0.0081671709 -0.59954452 0.51909406 0.073185686 -0.558588
"839" 5 2 -0.096277592 -0.63750137 0.58275457 -0.095729947 -0.60230882
"840" 5 2 0.12646122 -0.44964127 0.40695218 -0.096023655 -0.73036794
"841" 5 2 0.027234194 -0.5298125 0.41847792 -0.10039992 -0.71895492
"842" 5 2 0.021627044 -0.57459953 0.42510839 -0.21423894 -0.72638038
"843" 5 2 0.05643774 -0.5535259 0.41231109 -0.104446 -0.72720984
"844" 5 2 0.086827321 -0.54397337 0.40085036 -0.052271509 -0.66181387
"845" 5 2 0.099763852 -0.56816579 0.3645133 -0.081111478 -0.67311288
"846" 5 2 0.00064989005 -0.60333213 0.34290223 -0.12405017 -0.7417152
"847" 5 2 -0.017792327 -0.57375648 0.37375125 -0.17237146 -0.69985644
"848" 5 5 -0.59283305 -0.99012775 -0.031459685 -0.73317734 -0.98000773
"849" 5 5 -0.84869241 -0.99816876 -0.25273911 -0.86362746 -0.99468679
"850" 5 5 -0.90103272 -0.99930394 -0.038497452 -0.89189623 -0.99586459
"851" 5 5 -0.89274825 -0.99918702 -0.14509523 -0.91301237 -0.99645987
"852" 5 5 -0.92984337 -0.99957018 -0.2691838 -0.9317019 -0.99811239
"853" 5 5 -0.93726158 -0.99974129 -0.34262143 -0.93430509 -0.99713987
"854" 5 5 -0.93275728 -0.99980806 -0.35527353 -0.94130377 -0.99727046
"855" 5 5 -0.9292692 -0.99988304 -0.27137719 -0.95057033 -0.99861568
"856" 5 5 -0.94975976 -0.99993484 -0.51616032 -0.95726423 -0.99900238
"857" 5 5 -0.97484506 -0.99997053 -0.68225522 -0.98068139 -0.99974061
"858" 5 5 -0.97810616 -0.99997261 -0.55144383 -0.9850346 -0.99983852
"859" 5 5 -0.98174665 -0.99996749 -0.61212139 -0.99260814 -0.99994155
"860" 5 5 -0.98442169 -0.99995821 -0.6727296 -0.99205338 -0.99995153
"861" 5 5 -0.9839687 -0.99996316 -0.54268146 -0.99103334 -0.99994002
"862" 5 5 -0.50043152 -0.98632277 0.61900238 -0.78319977 -0.97190442
"863" 5 5 -0.84883579 -0.99899229 -0.1656672 -0.85874152 -0.99131673
"864" 5 5 -0.93905441 -0.99934616 -0.23558166 -0.8904203 -0.99560352
"865" 5 5 -0.96020067 -0.99978363 -0.29827517 -0.93413448 -0.99831883
"866" 5 5 -0.95750909 -0.99972239 -0.40367075 -0.88428867 -0.99561935
"867" 5 5 -0.93836377 -0.99966019 -0.272893 -0.87703158 -0.99498435
"868" 5 5 -0.94820719 -0.9998125 -0.40581384 -0.95401679 -0.99879829
"869" 5 5 -0.97540672 -0.9999708 -0.78092881 -0.98346683 -0.9997643
"870" 5 5 -0.98525669 -0.99998459 -0.74394659 -0.97414561 -0.99932129
"871" 5 5 -0.94888268 -0.99927771 -0.55606339 -0.90714756 -0.99701615
"872" 5 5 -0.93354581 -0.99871496 -0.26295325 -0.899573 -0.99621338
"873" 5 5 -0.96556946 -0.99937257 -0.29942659 -0.95367206 -0.99917038
"874" 5 5 -0.98305158 -0.9999373 -0.62435726 -0.97212508 -0.99967035
"875" 5 5 -0.85883887 -0.99976352 -0.43783875 -0.81623688 -0.9806059
"876" 5 4 -0.85137434 -0.99916037 -0.74238652 -0.85852493 -0.99114686
"877" 5 4 -0.94429163 -0.99983175 -0.42072076 -0.94904402 -0.9986821
"878" 5 4 -0.98097745 -0.9999339 -0.39630842 -0.96318242 -0.99887417
"879" 5 4 -0.99003429 -0.99995993 -0.58796689 -0.97387258 -0.99963439
"880" 5 4 -0.99245411 -0.99994796 -0.67871976 -0.97461236 -0.99968525
"881" 5 4 -0.99018401 -0.99995168 -0.52199302 -0.9804025 -0.99983602
"882" 5 4 -0.99097656 -0.99997042 -0.53649781 -0.99087306 -0.99994821
"883" 5 4 -0.99558344 -0.9999922 -0.76007696 -0.99280732 -0.99996302
"884" 5 4 -0.9952346 -0.99998959 -0.69570475 -0.99155067 -0.99995718
"885" 5 4 -0.99313159 -0.99998067 -0.74225103 -0.98878532 -0.99993471
"886" 5 4 -0.98678849 -0.99997378 -0.75186908 -0.98772963 -0.99990964
"887" 5 4 -0.75263427 -0.99870655 0.1985051 -0.90590442 -0.99034913
"888" 5 4 -0.88925932 -0.99948766 -0.18780283 -0.89100931 -0.99148507
"889" 5 4 -0.84387744 -0.99966128 -0.38601594 -0.953066 -0.99865506
"890" 5 4 -0.88836075 -0.9996162 -0.22934417 -0.95222852 -0.99895487
"891" 5 4 -0.96540969 -0.99985406 -0.40354505 -0.97925104 -0.99970398
"892" 5 4 -0.98723856 -0.99996157 -0.58787278 -0.98819669 -0.99991017
"893" 5 4 -0.98504599 -0.99997797 -0.60096606 -0.9778787 -0.99959996
"894" 5 4 -0.98340632 -0.99997678 -0.64563295 -0.98437875 -0.99987849
"895" 5 4 -0.9854657 -0.99995283 -0.61557634 -0.98580076 -0.99989633
"896" 5 4 -0.98806498 -0.99994154 -0.52125138 -0.98331139 -0.99983821
"897" 5 6 -0.81820845 -0.97550739 0.52471713 -0.87706198 -0.99097815
"898" 5 6 -0.9279765 -0.99581619 0.021321679 -0.8901968 -0.99130395
"899" 5 6 -0.97405211 -0.99957312 -0.80029671 -0.93688577 -0.99771976
"900" 5 6 -0.99025413 -0.99993172 -0.6223359 -0.96645372 -0.99909532
"901" 5 6 -0.9911791 -0.9999634 -0.59247787 -0.99210442 -0.99987856
"902" 5 6 -0.98859823 -0.99996362 -0.71013556 -0.99382586 -0.99993739
"903" 5 6 -0.9884329 -0.99996479 -0.72891185 -0.99755697 -0.99998991
"904" 5 6 -0.98788506 -0.99995802 -0.65214817 -0.99381033 -0.99993947
"905" 5 6 -0.98816733 -0.99995066 -0.58408527 -0.99287296 -0.99994355
"906" 5 6 -0.98842906 -0.99994527 -0.54118021 -0.99303295 -0.99994453
"907" 5 6 -0.97646519 -0.99988992 -0.66379017 -0.98602806 -0.99984979
"908" 5 6 -0.96860569 -0.99978019 -0.78503742 -0.98379065 -0.99980463
"909" 5 6 -0.89506982 -0.99447123 0.43924709 -0.88026486 -0.99057413
"910" 5 6 -0.96761036 -0.99907014 -0.20308464 -0.89837199 -0.99371216
"911" 5 6 -0.98098564 -0.99979499 -0.59123488 -0.93886769 -0.99741842
"912" 5 6 -0.98695824 -0.99994665 -0.52131431 -0.97712681 -0.99958891
"913" 5 6 -0.99078531 -0.9999696 -0.62744626 -0.98851012 -0.99987428
"914" 5 6 -0.99247246 -0.99997616 -0.6447441 -0.99256909 -0.99993386
"915" 5 6 -0.98988232 -0.99996164 -0.53413265 -0.99259786 -0.99995382
"916" 5 6 -0.98845299 -0.99995104 -0.59653417 -0.99131049 -0.99991857
"917" 5 6 -0.98839986 -0.99992881 -0.5259303 -0.99237008 -0.99995148
"918" 5 6 -0.98969355 -0.99993594 -0.49133153 -0.98301099 -0.99981305
"919" 5 6 -0.98104974 -0.9997449 -0.54613472 -0.97970008 -0.99961105
"920" 5 6 -0.97882672 -0.99971944 -0.3136133 -0.98143232 -0.99975637
"921" 5 1 -0.047992843 -0.6168098 0.3336019 -0.1343577 -0.7217867
"922" 5 1 -0.0062323562 -0.59408815 0.59953538 -0.22441752 -0.79183583
"923" 5 1 -0.0074524109 -0.60931638 0.51748788 -0.21807985 -0.80706379
"924" 5 1 -0.054798656 -0.67058515 0.5260152 -0.16577585 -0.76503976
"925" 5 1 -0.060402377 -0.67882897 0.57349262 -0.15702546 -0.76073414
"926" 5 1 -0.12432848 -0.69682175 0.39686684 -0.26033968 -0.82099677
"927" 5 1 -0.12587611 -0.70548726 0.49986032 -0.26914321 -0.80830218
"928" 5 1 -0.11245866 -0.68625814 0.63237537 -0.32185395 -0.81704855
"929" 5 1 -0.1016242 -0.65038876 0.45748491 -0.26214947 -0.80311121
"930" 5 1 -0.060765367 -0.63613931 0.5214714 -0.19960058 -0.75754053
"931" 5 1 -0.054564189 -0.66511138 0.40989596 -0.100577 -0.68399534
"932" 5 1 -0.049361029 -0.68091469 0.44231027 -0.16002513 -0.72676935
"933" 5 1 -0.096833694 -0.71202344 0.60038213 -0.23035852 -0.76005293
"934" 5 1 0.088892885 -0.51288585 0.41629461 -0.064537031 -0.73829464
"935" 5 1 0.11282555 -0.44956303 0.59144431 -0.11193511 -0.70263325
"936" 5 1 0.061939825 -0.55444045 0.52630166 0.088288801 -0.68973476
"937" 5 1 -0.017835809 -0.64798912 0.5214714 -0.1156399 -0.72975454
"938" 5 1 -0.024441917 -0.64374772 0.63635889 -0.14510765 -0.70648583
"939" 5 1 -0.012997429 -0.61669116 0.54549761 -0.16274915 -0.77691357
"940" 5 1 -0.048674212 -0.64119356 0.55245653 -0.26871003 -0.7975186
"941" 5 1 -0.088352979 -0.67322154 0.4630435 -0.19367948 -0.76460932
"942" 5 1 -0.14961635 -0.69267975 0.3095757 -0.34531631 -0.84039278
"943" 5 1 -0.12376582 -0.68529136 0.53668383 -0.28229393 -0.82457054
"944" 5 1 -0.083847308 -0.65217802 0.57165248 -0.26186666 -0.7931567
"945" 5 1 -0.1262358 -0.67683242 0.41714135 -0.25321294 -0.80026319
"946" 5 1 -0.1821276 -0.76811279 0.47188839 -0.20387969 -0.79755614
"947" 5 3 0.18406244 -0.14216722 0.3801499 -0.094416079 -0.76075494
"948" 5 3 0.22203547 -0.1244228 0.46692804 -0.12556662 -0.73474916
"949" 5 3 0.18923937 -0.22694833 0.14573195 0.061166174 -0.66679471
"950" 5 3 0.14878625 -0.2698069 0.091615154 0.046619169 -0.6827096
"951" 5 3 0.32520295 -0.052342042 0.3801499 0.20487319 -0.60452541
"952" 5 3 0.50992453 0.18952572 0.3645133 0.10562278 -0.64154718
"953" 5 3 0.39071338 0.10951792 0.26609625 -0.21162586 -0.81842811
"954" 5 3 0.2385617 -0.11416206 0.35811466 -0.10485665 -0.76555413
"955" 5 3 0.42761243 0.058815467 0.22932682 -0.062674987 -0.68949485
"956" 5 3 0.38707162 0.0083003984 0.32478812 -0.20620785 -0.76904518
"957" 5 3 0.29218383 -0.13122312 0.2413421 -0.025327936 -0.72475805
"958" 5 3 0.25654909 -0.13012168 0.24212411 0.081426826 -0.64830416
"959" 5 3 0.26571495 -0.11305541 0.29718987 -0.069368442 -0.71552515
"960" 5 3 0.31882557 -0.08009642 0.44273595 -0.057495719 -0.71223803
"961" 5 3 0.29709137 -0.0012122673 0.32720325 -0.18203786 -0.76511142
"962" 5 3 0.33518731 0.041015939 0.44032082 0.083820665 -0.64277714
"963" 5 3 0.3288265 -0.04670485 0.42510839 -0.0147363 -0.69746359
"964" 5 3 0.31561494 -0.097120533 0.23252832 0.12339498 -0.6353964
"965" 5 3 0.26290604 -0.094850025 0.12310791 0.15839006 -0.61171155
"966" 5 3 0.24533427 -0.11992022 0.36849682 0.05135721 -0.67391183
"967" 5 3 0.16965948 -0.19871506 0.3463992 -0.14642051 -0.81473475
"968" 5 3 0.19057908 -0.1561276 0.27889355 -0.21080497 -0.79464975
"969" 5 2 0.18598059 -0.38718035 0.42487657 -0.29647511 -0.83130259
"970" 5 2 0.18320963 -0.34457918 0.3853411 -0.3463001 -0.83941824
"971" 5 2 0.18617362 -0.38901463 0.46833054 -0.15172663 -0.73305331
"972" 5 2 0.1351033 -0.45906528 0.49989811 0.053845658 -0.68117071
"973" 5 2 0.084631645 -0.50216196 0.50629676 -0.16547686 -0.7289385
"974" 5 2 0.0052754554 -0.55445282 0.4363373 -0.04783523 -0.75223537
"975" 5 2 -0.032625599 -0.56410805 0.37894245 -0.20232378 -0.76072501
"976" 5 2 -0.033851268 -0.57561853 0.4630435 -0.25975695 -0.77257869
"977" 5 2 0.15615798 -0.44353681 0.22292817 -0.2385751 -0.8094913
"978" 5 2 0.031452562 -0.55222726 0.32370628 -0.16722868 -0.77574915
"979" 5 2 0.11584817 -0.47344566 0.51265762 -0.18286872 -0.74593732
"980" 5 2 0.094313046 -0.49066742 0.55178853 -0.083087732 -0.72631129
"981" 5 2 0.079970977 -0.5102831 0.32080461 -0.14883499 -0.72801487
"982" 5 2 0.090549057 -0.47333979 0.25088382 -0.18811271 -0.75901435
"983" 5 2 -0.024733723 -0.55144498 0.25088382 -0.21282451 -0.8092845
"984" 5 2 0.12747559 -0.42901954 0.36336909 -0.30551985 -0.81467177
"985" 5 2 0.13076934 -0.4239731 0.4758719 -0.19949754 -0.74977423
"986" 5 2 0.17017512 -0.39238689 0.50388163 -0.16288749 -0.75658561
"987" 5 2 0.13296853 -0.43071575 0.45569913 -0.10076438 -0.6980721
"988" 5 2 0.071082196 -0.56150507 0.43127522 -0.14657829 -0.71311192
"989" 5 2 0.077253737 -0.5411166 0.54538988 -0.096454015 -0.79506948
"990" 5 2 0.045406374 -0.52765556 0.50469058 -0.080126613 -0.70150913
"991" 6 5 -0.91459965 -0.99868118 -0.083306164 -0.7878041 -0.98885655
"992" 6 5 -0.96049193 -0.99986961 -0.53732094 -0.94872725 -0.99838459
"993" 6 5 -0.96802018 -0.99996852 -0.78964732 -0.97079381 -0.99945727
"994" 6 5 -0.97567658 -0.99997262 -0.71393721 -0.97095149 -0.99942634
"995" 6 5 -0.97906374 -0.99997617 -0.61212139 -0.97334894 -0.99956014
"996" 6 5 -0.98110383 -0.99996544 -0.62625366 -0.98563723 -0.99988359
"997" 6 5 -0.97522615 -0.99995149 -0.58374592 -0.98123166 -0.9998325
"998" 6 5 -0.97867063 -0.99994742 -0.63895021 -0.97159902 -0.99964237
"999" 6 5 -0.98267996 -0.99995865 -0.65806585 -0.97420866 -0.99966367
"1000" 6 5 -0.98665047 -0.99997509 -0.57340605 -0.9889029 -0.99991334
"1001" 6 5 -0.99416291 -0.99998258 -0.69570475 -0.99369672 -0.99996452
"1002" 6 5 -0.99626151 -0.99998971 -0.86187516 -0.9937384 -0.99996997
"1003" 6 5 -0.98327111 -0.99996649 -0.57809833 -0.95382989 -0.99850666
"1004" 6 5 -0.83151284 -0.99670857 0.46677005 -0.88768929 -0.99287374
"1005" 6 5 -0.92759983 -0.99958677 -0.30472273 -0.89741889 -0.99398586
"1006" 6 5 -0.95674768 -0.99984643 -0.67448818 -0.96337688 -0.99914843
"1007" 6 5 -0.97975764 -0.99991583 -0.68067296 -0.96921664 -0.99940184
"1008" 6 5 -0.98871131 -0.99997229 -0.6088321 -0.9788234 -0.9997324
"1009" 6 5 -0.94881903 -0.99967018 -0.40803867 -0.92363191 -0.9971533
"1010" 6 5 -0.89989392 -0.99950971 -0.34754288 -0.90393542 -0.99548429
"1011" 6 5 -0.92312304 -0.99976778 -0.43234237 -0.88638468 -0.99409714
"1012" 6 5 -0.95159223 -0.99985567 -0.46147679 -0.90057352 -0.99427016
"1013" 6 5 -0.95882262 -0.99989011 -0.56715023 -0.93661324 -0.99782654
"1014" 6 5 -0.97396173 -0.99996299 -0.57623138 -0.97070806 -0.99949129
"1015" 6 5 -0.97495668 -0.99996546 -0.50275379 -0.97067577 -0.99956753
"1016" 6 5 -0.96663645 -0.99992071 -0.50127706 -0.96987574 -0.99951975
"1017" 6 5 -0.96722454 -0.99992417 -0.49492603 -0.97528187 -0.9997284
"1018" 6 5 -0.9771338 -0.99995681 -0.54118021 -0.96448731 -0.99941868
"1019" 6 5 -0.97096829 -0.99993984 -0.55905434 -0.94839512 -0.99860759
"1020" 6 5 -0.96445757 -0.9999072 -0.61246269 -0.9487926 -0.99889379
"1021" 6 4 -0.85577853 -0.99899956 -0.62383544 -0.83668604 -0.98761236
"1022" 6 4 -0.96705565 -0.99975155 -0.88821474 -0.95853092 -0.99833331
"1023" 6 4 -0.9774236 -0.99995644 -0.74968704 -0.95949485 -0.99870292
"1024" 6 4 -0.97403081 -0.9999234 -0.4868341 -0.96511197 -0.99930765
"1025" 6 4 -0.97975289 -0.99992078 -0.49814559 -0.97310778 -0.99967297
"1026" 6 4 -0.99183575 -0.99995787 -0.70824068 -0.97745974 -0.99973957
"1027" 6 4 -0.99509474 -0.99996291 -0.7177413 -0.9743002 -0.99972542
"1028" 6 4 -0.98900407 -0.9999494 -0.71361881 -0.97070398 -0.99964203
"1029" 6 4 -0.97052725 -0.99990013 -0.58702456 -0.96543272 -0.99950356
"1030" 6 4 -0.96431364 -0.99989068 -0.53262791 -0.96365708 -0.9994386
"1031" 6 4 -0.97293097 -0.99993811 -0.64306958 -0.97234034 -0.99964209
"1032" 6 4 -0.97820457 -0.99995103 -0.7177413 -0.97566741 -0.99976078
"1033" 6 4 -0.98484091 -0.99997384 -0.6888614 -0.98592639 -0.99987685
"1034" 6 4 -0.98236157 -0.99995381 -0.51089936 -0.98317534 -0.99983446
"1035" 6 4 -0.96750283 -0.99978384 -0.38202647 -0.90914655 -0.99729657
"1036" 6 4 -0.80127439 -0.99655013 -0.15138298 -0.79166136 -0.97582165
"1037" 6 4 -0.93110406 -0.99950652 -0.34379002 -0.861845 -0.98626325
"1038" 6 4 -0.96092414 -0.99977532 -0.26454254 -0.94841453 -0.99865289
"1039" 6 4 -0.97578635 -0.99990876 -0.53649781 -0.95934824 -0.99916628
"1040" 6 4 -0.8647812 -0.99849863 -0.11031531 -0.66779336 -0.95658312
"1041" 6 4 -0.80262889 -0.99763132 0.045390005 -0.61212583 -0.93980633
"1042" 6 4 -0.89678092 -0.99886971 -0.25845681 -0.74505522 -0.98548027
"1043" 6 4 -0.94875263 -0.99965317 -0.41085962 -0.96092919 -0.99907596
"1044" 6 4 -0.97080542 -0.99981756 -0.50599209 -0.96946255 -0.99950985
"1045" 6 4 -0.98502219 -0.99990831 -0.44504232 -0.98230816 -0.99983524
"1046" 6 4 -0.98889627 -0.9999432 -0.5438028 -0.98539791 -0.99990998
"1047" 6 4 -0.99147117 -0.99995093 -0.53755847 -0.98607049 -0.99990734
"1048" 6 4 -0.98289422 -0.99991582 -0.51261989 -0.98251324 -0.9998547
"1049" 6 4 -0.97807212 -0.99989069 -0.51207427 -0.97756576 -0.99981242
"1050" 6 6 -0.76385392 -0.97408689 0.83089824 -0.64224357 -0.9532697
"1051" 6 6 -0.79168321 -0.98330924 0.20312622 -0.80847987 -0.98366336
"1052" 6 6 -0.82907535 -0.98959581 -0.8986465 -0.87419286 -0.99390006
"1053" 6 6 -0.90247471 -0.9937041 -0.92552944 -0.90127602 -0.99612715
